learning_rate,epochs,context_size,d_main,encoder_n_blocks,predictor_n_blocks,context_dropout,dropout0,dropout1,accuracy,f1_score,precision,recall,auc_roc
0.001,30.0,3.0,64.0,3.0,2.0,0.2,0.2,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,1.0
0.001,30.0,5.0,128.0,2.0,1.0,0.2,0.2,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.1,30.0,3.0,128.0,3.0,1.0,0.2,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,5.0,128.0,3.0,1.0,0.2,0.2,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,5.0,128.0,2.0,2.0,0.2,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9285714285714286
0.001,30.0,3.0,128.0,2.0,2.0,0.2,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,5.0,128.0,2.0,1.0,0.2,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8928571428571428
0.001,30.0,3.0,64.0,2.0,2.0,0.2,0.2,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9285714285714286
0.001,30.0,3.0,64.0,3.0,2.0,0.2,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.05,30.0,5.0,64.0,2.0,2.0,0.2,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.7857142857142857
0.1,30.0,5.0,128.0,2.0,1.0,0.2,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8571428571428571
0.1,30.0,5.0,128.0,3.0,2.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.7857142857142857
0.001,30.0,5.0,64.0,3.0,2.0,0.2,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,5.0,64.0,3.0,2.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9285714285714286
0.001,30.0,5.0,128.0,3.0,2.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.05,30.0,3.0,64.0,3.0,1.0,0.2,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8571428571428571
0.001,30.0,3.0,128.0,2.0,2.0,0.2,0.2,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,3.0,64.0,2.0,2.0,0.2,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,3.0,128.0,3.0,2.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8928571428571428
0.001,30.0,5.0,128.0,2.0,2.0,0.2,0.2,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.05,30.0,5.0,64.0,3.0,2.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8571428571428571
0.001,30.0,5.0,128.0,3.0,1.0,0.2,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,3.0,128.0,2.0,1.0,0.1,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,3.0,128.0,3.0,1.0,0.2,0.2,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8571428571428571
0.05,30.0,5.0,64.0,2.0,1.0,0.2,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.7857142857142857
0.001,30.0,5.0,128.0,2.0,1.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,3.0,64.0,2.0,2.0,0.1,0.2,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8928571428571428
0.001,30.0,3.0,128.0,3.0,1.0,0.1,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,5.0,128.0,3.0,2.0,0.2,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.1,30.0,5.0,64.0,3.0,2.0,0.1,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9285714285714286
0.001,30.0,5.0,64.0,3.0,2.0,0.1,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.05,30.0,5.0,128.0,3.0,2.0,0.2,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.75
0.001,30.0,5.0,128.0,3.0,1.0,0.1,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,5.0,128.0,3.0,1.0,0.1,0.2,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.7857142857142857
0.001,30.0,3.0,128.0,3.0,2.0,0.1,0.2,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9285714285714286
0.001,30.0,3.0,128.0,2.0,1.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.1,30.0,5.0,128.0,3.0,1.0,0.1,0.2,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9285714285714286
0.001,30.0,5.0,128.0,3.0,2.0,0.2,0.2,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,5.0,64.0,2.0,1.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8928571428571428
0.001,30.0,5.0,128.0,2.0,2.0,0.1,0.2,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.05,30.0,3.0,64.0,2.0,1.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8928571428571428
0.1,30.0,3.0,128.0,2.0,1.0,0.1,0.2,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.7857142857142857
0.001,30.0,3.0,128.0,3.0,2.0,0.1,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.05,30.0,5.0,64.0,3.0,2.0,0.1,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9285714285714286
0.001,30.0,3.0,128.0,2.0,2.0,0.1,0.2,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,5.0,128.0,3.0,1.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9285714285714286
0.1,30.0,3.0,128.0,3.0,2.0,0.1,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.1,30.0,3.0,128.0,2.0,2.0,0.2,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8928571428571428
0.001,30.0,5.0,64.0,3.0,2.0,0.2,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.001,30.0,5.0,128.0,2.0,2.0,0.2,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.05,30.0,5.0,128.0,2.0,1.0,0.1,0.1,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.7857142857142857
0.001,30.0,3.0,128.0,3.0,1.0,0.1,0.1,0.1,0.9090909090909091,0.9333333333333333,0.875,1.0,0.8571428571428571
0.001,30.0,5.0,128.0,3.0,2.0,0.1,0.2,0.2,0.9090909090909091,0.9333333333333333,0.875,1.0,0.9642857142857143
0.1,30.0,5.0,64.0,2.0,1.0,0.1,0.1,0.1,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9285714285714286
0.05,30.0,5.0,128.0,3.0,1.0,0.1,0.2,0.2,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.8928571428571428
0.001,30.0,3.0,128.0,2.0,1.0,0.2,0.1,0.1,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9642857142857143
0.1,30.0,3.0,64.0,2.0,2.0,0.2,0.1,0.2,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.8928571428571428
0.1,30.0,3.0,128.0,3.0,1.0,0.2,0.2,0.2,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.8928571428571428
0.05,30.0,3.0,64.0,2.0,2.0,0.1,0.1,0.1,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9642857142857143
0.001,30.0,3.0,64.0,2.0,1.0,0.1,0.2,0.2,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,1.0
0.001,30.0,3.0,64.0,3.0,2.0,0.1,0.2,0.2,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9285714285714286
0.05,30.0,3.0,128.0,2.0,2.0,0.1,0.1,0.2,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,1.0
0.001,30.0,5.0,64.0,2.0,1.0,0.2,0.1,0.1,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9642857142857143
0.05,30.0,3.0,128.0,2.0,1.0,0.2,0.2,0.1,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9642857142857143
0.05,30.0,3.0,64.0,2.0,1.0,0.1,0.2,0.1,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9285714285714286
0.05,30.0,3.0,64.0,3.0,2.0,0.1,0.1,0.1,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9285714285714286
0.05,30.0,5.0,64.0,3.0,1.0,0.1,0.1,0.2,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9285714285714286
0.001,30.0,3.0,128.0,3.0,2.0,0.2,0.1,0.2,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9642857142857143
0.05,30.0,3.0,64.0,2.0,1.0,0.2,0.2,0.1,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.8928571428571428
0.05,30.0,5.0,64.0,2.0,1.0,0.1,0.2,0.2,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.8928571428571428
0.1,30.0,3.0,128.0,3.0,1.0,0.2,0.1,0.1,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9285714285714286
0.001,30.0,5.0,64.0,3.0,1.0,0.2,0.1,0.1,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.9285714285714286
0.1,30.0,5.0,128.0,3.0,2.0,0.1,0.1,0.2,0.9090909090909091,0.9230769230769231,1.0,0.8571428571428571,0.8928571428571428
0.1,30.0,3.0,64.0,3.0,2.0,0.2,0.1,0.1,0.8181818181818182,0.875,0.7777777777777778,1.0,0.7142857142857143
0.05,30.0,5.0,128.0,2.0,2.0,0.2,0.1,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.8571428571428571
0.1,30.0,3.0,128.0,2.0,2.0,0.1,0.2,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.9285714285714286
0.05,30.0,5.0,128.0,3.0,2.0,0.1,0.2,0.1,0.8181818181818182,0.875,0.7777777777777778,1.0,0.8928571428571428
0.05,30.0,5.0,64.0,2.0,2.0,0.2,0.1,0.1,0.8181818181818182,0.875,0.7777777777777778,1.0,0.9642857142857143
0.05,30.0,5.0,128.0,2.0,1.0,0.1,0.2,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.9285714285714286
0.1,30.0,5.0,64.0,3.0,1.0,0.1,0.2,0.1,0.8181818181818182,0.875,0.7777777777777778,1.0,0.6785714285714286
0.001,30.0,5.0,64.0,3.0,2.0,0.1,0.2,0.1,0.8181818181818182,0.875,0.7777777777777778,1.0,0.9285714285714286
0.001,30.0,3.0,64.0,3.0,1.0,0.2,0.1,0.1,0.8181818181818182,0.875,0.7777777777777778,1.0,0.8214285714285714
0.001,30.0,5.0,128.0,2.0,2.0,0.1,0.2,0.1,0.8181818181818182,0.875,0.7777777777777778,1.0,0.9642857142857143
0.05,30.0,5.0,64.0,3.0,2.0,0.1,0.2,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.8214285714285714
0.05,30.0,5.0,128.0,3.0,1.0,0.1,0.2,0.1,0.8181818181818182,0.875,0.7777777777777778,1.0,0.6071428571428571
0.001,30.0,3.0,128.0,2.0,1.0,0.1,0.2,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.9285714285714286
0.1,30.0,3.0,128.0,2.0,2.0,0.1,0.1,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.8928571428571428
0.05,30.0,5.0,128.0,3.0,2.0,0.1,0.1,0.1,0.8181818181818182,0.875,0.7777777777777778,1.0,0.75
0.05,30.0,5.0,128.0,3.0,2.0,0.2,0.2,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.8928571428571428
0.05,30.0,3.0,128.0,3.0,1.0,0.1,0.1,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.7857142857142857
0.05,30.0,3.0,64.0,2.0,2.0,0.2,0.2,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.75
0.05,30.0,3.0,64.0,2.0,2.0,0.2,0.1,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.75
0.1,30.0,5.0,128.0,3.0,1.0,0.1,0.1,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.75
0.05,30.0,3.0,64.0,3.0,2.0,0.2,0.2,0.1,0.8181818181818182,0.875,0.7777777777777778,1.0,0.7857142857142857
0.05,10.0,5.0,64.0,2.0,1.0,0.1,0.1,0.2,0.8181818181818182,0.875,0.7777777777777778,1.0,0.7857142857142857
0.001,30.0,5.0,128.0,2.0,1.0,0.1,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,5.0,128.0,2.0,1.0,0.1,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.1,30.0,3.0,64.0,2.0,2.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.001,30.0,3.0,128.0,3.0,2.0,0.2,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.1,30.0,3.0,64.0,3.0,2.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.001,30.0,5.0,64.0,3.0,1.0,0.1,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.001,30.0,5.0,128.0,3.0,2.0,0.1,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.1,30.0,3.0,128.0,3.0,2.0,0.1,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.1,30.0,5.0,64.0,2.0,1.0,0.2,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.001,30.0,5.0,64.0,3.0,2.0,0.2,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.05,30.0,3.0,128.0,2.0,2.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.001,30.0,5.0,64.0,2.0,1.0,0.2,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.1,30.0,3.0,64.0,2.0,1.0,0.2,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.05,30.0,3.0,128.0,3.0,2.0,0.2,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.001,30.0,3.0,64.0,3.0,1.0,0.1,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.05,30.0,3.0,64.0,3.0,2.0,0.2,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.001,30.0,3.0,64.0,3.0,2.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.05,30.0,5.0,128.0,2.0,2.0,0.2,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.05,30.0,5.0,64.0,3.0,1.0,0.2,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.001,30.0,3.0,128.0,3.0,2.0,0.2,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,3.0,128.0,3.0,1.0,0.1,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.05,30.0,3.0,64.0,2.0,2.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,3.0,128.0,2.0,2.0,0.1,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,3.0,128.0,2.0,2.0,0.1,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.1,30.0,5.0,64.0,2.0,2.0,0.1,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.05,30.0,5.0,64.0,2.0,2.0,0.1,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,3.0,128.0,2.0,1.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,5.0,64.0,2.0,2.0,0.1,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.05,30.0,3.0,64.0,3.0,1.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.001,30.0,5.0,128.0,2.0,2.0,0.1,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.05,30.0,5.0,64.0,3.0,1.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.05,30.0,3.0,64.0,2.0,2.0,0.1,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8214285714285714
0.001,30.0,3.0,128.0,3.0,1.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.05,30.0,3.0,64.0,3.0,2.0,0.1,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.001,30.0,5.0,128.0,3.0,1.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.1,30.0,3.0,128.0,2.0,1.0,0.1,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.1,30.0,5.0,128.0,3.0,2.0,0.2,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.05,30.0,5.0,128.0,2.0,1.0,0.1,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.001,30.0,3.0,64.0,2.0,2.0,0.1,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.1,30.0,5.0,64.0,2.0,1.0,0.2,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.001,30.0,3.0,64.0,2.0,1.0,0.2,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.05,30.0,3.0,128.0,2.0,1.0,0.1,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.001,30.0,5.0,128.0,3.0,1.0,0.2,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.1,30.0,5.0,64.0,3.0,1.0,0.2,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8214285714285714
0.05,30.0,3.0,128.0,3.0,1.0,0.2,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.05,30.0,5.0,64.0,2.0,1.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.001,30.0,3.0,128.0,2.0,1.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.1,30.0,3.0,64.0,3.0,2.0,0.1,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.05,30.0,5.0,64.0,3.0,1.0,0.2,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.001,30.0,5.0,128.0,2.0,1.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.1,30.0,5.0,64.0,2.0,2.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.001,30.0,5.0,64.0,2.0,2.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.05,30.0,5.0,128.0,2.0,1.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,3.0,64.0,2.0,1.0,0.2,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.001,30.0,5.0,64.0,3.0,1.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,3.0,128.0,3.0,1.0,0.2,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,5.0,128.0,3.0,1.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.1,30.0,3.0,128.0,3.0,1.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8214285714285714
0.1,30.0,3.0,64.0,2.0,1.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75
0.001,30.0,5.0,128.0,2.0,1.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.05,30.0,3.0,64.0,3.0,1.0,0.2,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.001,30.0,3.0,64.0,2.0,1.0,0.2,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8928571428571428
0.1,30.0,5.0,64.0,2.0,1.0,0.1,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.001,30.0,3.0,64.0,2.0,2.0,0.2,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,3.0,128.0,2.0,2.0,0.1,0.1,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
0.001,30.0,5.0,128.0,2.0,1.0,0.2,0.1,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.05,30.0,3.0,64.0,2.0,1.0,0.1,0.2,0.2,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286
0.001,30.0,3.0,128.0,3.0,2.0,0.1,0.2,0.1,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143
