depth,dim,heads,dropout,ffn_d_hidden,residual_dropout,n_blocks,d_token,accuracy,f1_score,precision,recall,auc_roc
3.0,32.0,4.0,0.2,8.0,0.1,2.0,8.0,0.9411764705882353,0.9411764705882353,0.8888888888888888,1.0,0.9027777777777777
3.0,32.0,2.0,0.2,8.0,0.0,2.0,8.0,0.9411764705882353,0.9411764705882353,0.8888888888888888,1.0,0.9027777777777777
3.0,64.0,4.0,0.1,6.0,0.0,2.0,8.0,0.9411764705882353,0.9411764705882353,0.8888888888888888,1.0,0.9444444444444444
5.0,64.0,2.0,0.3,8.0,0.0,2.0,8.0,0.9411764705882353,0.9411764705882353,0.8888888888888888,1.0,0.9583333333333333
3.0,64.0,2.0,0.1,8.0,0.1,2.0,8.0,0.9411764705882353,0.9411764705882353,0.8888888888888888,1.0,0.9027777777777777
5.0,32.0,4.0,0.3,6.0,0.1,2.0,8.0,0.8823529411764706,0.8888888888888888,0.8,1.0,0.8888888888888888
5.0,64.0,2.0,0.2,6.0,0.1,2.0,8.0,0.8823529411764706,0.8888888888888888,0.8,1.0,0.8888888888888888
3.0,64.0,2.0,0.2,8.0,0.0,2.0,8.0,0.8823529411764706,0.8888888888888888,0.8,1.0,0.9027777777777777
3.0,64.0,2.0,0.1,4.0,0.0,2.0,8.0,0.8823529411764706,0.875,0.875,0.875,0.9027777777777777
5.0,32.0,4.0,0.1,4.0,0.0,2.0,8.0,0.8823529411764706,0.875,0.875,0.875,0.9027777777777777
5.0,64.0,2.0,0.3,4.0,0.1,2.0,8.0,0.8823529411764706,0.875,0.875,0.875,0.9027777777777777
5.0,64.0,4.0,0.2,8.0,0.0,2.0,8.0,0.8823529411764706,0.875,0.875,0.875,0.9027777777777777
3.0,32.0,4.0,0.3,8.0,0.1,2.0,8.0,0.8823529411764706,0.875,0.875,0.875,0.9027777777777777
3.0,64.0,2.0,0.3,4.0,0.0,2.0,8.0,0.8823529411764706,0.875,0.875,0.875,0.9027777777777777
3.0,32.0,2.0,0.3,6.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.7916666666666666
5.0,32.0,4.0,0.2,6.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.7777777777777778
5.0,64.0,2.0,0.3,6.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.7916666666666666
5.0,32.0,4.0,0.3,6.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.875
5.0,64.0,4.0,0.3,6.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8611111111111112
3.0,32.0,2.0,0.1,4.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8888888888888888
5.0,32.0,2.0,0.2,6.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8333333333333334
3.0,32.0,2.0,0.2,6.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.875
5.0,32.0,4.0,0.1,6.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8333333333333334
5.0,32.0,2.0,0.2,8.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8472222222222223
5.0,64.0,4.0,0.3,8.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8194444444444445
5.0,64.0,2.0,0.1,4.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8472222222222222
3.0,64.0,4.0,0.1,4.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.7916666666666666
5.0,64.0,4.0,0.1,6.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.7777777777777778
5.0,32.0,4.0,0.1,4.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8333333333333334
5.0,64.0,2.0,0.2,8.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8055555555555556
5.0,64.0,2.0,0.1,4.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8888888888888888
5.0,32.0,2.0,0.1,6.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8055555555555556
5.0,32.0,2.0,0.3,4.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8055555555555556
3.0,64.0,2.0,0.1,6.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8055555555555556
3.0,64.0,2.0,0.2,4.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.875
3.0,64.0,4.0,0.3,4.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.7916666666666666
3.0,64.0,4.0,0.2,4.0,0.0,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.9444444444444444
5.0,32.0,4.0,0.2,8.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8611111111111112
3.0,64.0,2.0,0.2,8.0,0.1,2.0,8.0,0.8235294117647058,0.8235294117647058,0.7777777777777778,0.875,0.8194444444444444
5.0,32.0,4.0,0.1,8.0,0.1,2.0,8.0,0.8235294117647058,0.8,0.8571428571428571,0.75,0.8888888888888888
3.0,64.0,2.0,0.1,4.0,0.1,2.0,8.0,0.8235294117647058,0.8,0.8571428571428571,0.75,0.9027777777777777
3.0,32.0,4.0,0.1,4.0,0.1,2.0,8.0,0.8235294117647058,0.8,0.8571428571428571,0.75,0.9027777777777777
3.0,32.0,2.0,0.2,4.0,0.0,2.0,8.0,0.7647058823529411,0.7777777777777778,0.7,0.875,0.7916666666666666
5.0,64.0,2.0,0.2,4.0,0.0,2.0,8.0,0.7647058823529411,0.7777777777777778,0.7,0.875,0.7777777777777778
3.0,32.0,4.0,0.2,4.0,0.0,2.0,8.0,0.7647058823529411,0.7777777777777778,0.7,0.875,0.8472222222222222
5.0,32.0,2.0,0.3,6.0,0.1,2.0,8.0,0.7647058823529411,0.7777777777777778,0.7,0.875,0.7777777777777778
5.0,32.0,4.0,0.3,4.0,0.1,2.0,8.0,0.7647058823529411,0.7777777777777778,0.7,0.875,0.7916666666666666
5.0,64.0,2.0,0.2,4.0,0.1,2.0,8.0,0.7647058823529411,0.7777777777777778,0.7,0.875,0.7916666666666666
3.0,64.0,2.0,0.2,6.0,0.0,2.0,8.0,0.7647058823529411,0.7777777777777778,0.7,0.875,0.7777777777777778
5.0,64.0,4.0,0.2,8.0,0.1,2.0,8.0,0.7647058823529411,0.7777777777777778,0.7,0.875,0.8055555555555556
3.0,32.0,4.0,0.1,8.0,0.1,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.7916666666666666
5.0,32.0,2.0,0.1,6.0,0.1,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.7916666666666666
3.0,32.0,2.0,0.3,4.0,0.1,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.8055555555555556
5.0,64.0,4.0,0.2,4.0,0.0,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.7916666666666666
3.0,64.0,4.0,0.1,8.0,0.0,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.7777777777777778
3.0,64.0,4.0,0.1,4.0,0.0,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.8055555555555556
3.0,64.0,4.0,0.3,6.0,0.0,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.8333333333333334
3.0,32.0,4.0,0.3,6.0,0.0,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.875
5.0,32.0,4.0,0.3,4.0,0.0,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.7777777777777778
5.0,64.0,4.0,0.2,6.0,0.1,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.7916666666666666
3.0,32.0,2.0,0.2,4.0,0.1,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.7916666666666666
5.0,32.0,4.0,0.2,6.0,0.0,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.7916666666666666
5.0,32.0,2.0,0.3,8.0,0.1,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.8472222222222223
5.0,32.0,2.0,0.3,8.0,0.0,2.0,8.0,0.7647058823529411,0.75,0.75,0.75,0.7916666666666666
5.0,64.0,2.0,0.2,8.0,0.0,2.0,8.0,0.7058823529411765,0.7368421052631579,0.6363636363636364,0.875,0.7916666666666666
5.0,32.0,4.0,0.2,8.0,0.0,2.0,8.0,0.7058823529411765,0.7368421052631579,0.6363636363636364,0.875,0.7916666666666666
3.0,64.0,4.0,0.3,4.0,0.1,2.0,8.0,0.7058823529411765,0.7368421052631579,0.6363636363636364,0.875,0.7777777777777778
3.0,32.0,4.0,0.1,6.0,0.0,2.0,8.0,0.6470588235294118,0.7272727272727273,0.5714285714285714,1.0,0.7916666666666666
3.0,64.0,4.0,0.2,8.0,0.0,2.0,8.0,0.7647058823529411,0.7142857142857143,0.8333333333333334,0.625,0.8194444444444445
3.0,32.0,2.0,0.1,6.0,0.1,2.0,8.0,0.7647058823529411,0.7142857142857143,0.8333333333333334,0.625,0.8055555555555556
5.0,64.0,4.0,0.2,4.0,0.1,2.0,8.0,0.7647058823529411,0.7142857142857143,0.8333333333333334,0.625,0.8888888888888888
5.0,64.0,2.0,0.1,8.0,0.0,2.0,8.0,0.7647058823529411,0.7142857142857143,0.8333333333333334,0.625,0.8055555555555556
5.0,64.0,2.0,0.3,4.0,0.0,2.0,8.0,0.7647058823529411,0.7142857142857143,0.8333333333333334,0.625,0.8888888888888888
5.0,64.0,2.0,0.1,6.0,0.0,2.0,8.0,0.7647058823529411,0.7142857142857143,0.8333333333333334,0.625,0.875
3.0,64.0,2.0,0.3,6.0,0.1,2.0,8.0,0.7647058823529411,0.7142857142857143,0.8333333333333334,0.625,0.8888888888888888
3.0,32.0,4.0,0.2,6.0,0.1,2.0,8.0,0.6470588235294118,0.7,0.5833333333333334,0.875,0.7916666666666666
5.0,32.0,2.0,0.2,8.0,0.1,2.0,8.0,0.6470588235294118,0.7,0.5833333333333334,0.875,0.8055555555555556
5.0,64.0,2.0,0.3,6.0,0.1,2.0,8.0,0.6470588235294118,0.7,0.5833333333333334,0.875,0.7777777777777778
3.0,64.0,4.0,0.3,6.0,0.1,2.0,8.0,0.6470588235294118,0.7,0.5833333333333334,0.875,0.7777777777777778
3.0,32.0,2.0,0.1,4.0,0.0,2.0,8.0,0.6470588235294118,0.7,0.5833333333333334,0.875,0.7916666666666666
3.0,64.0,2.0,0.3,8.0,0.0,2.0,8.0,0.6470588235294118,0.7,0.5833333333333334,0.875,0.7916666666666666
5.0,32.0,2.0,0.2,4.0,0.0,2.0,8.0,0.6470588235294118,0.7,0.5833333333333334,0.875,0.7777777777777778
3.0,64.0,2.0,0.2,4.0,0.1,2.0,8.0,0.5882352941176471,0.6956521739130435,0.5333333333333333,1.0,0.7916666666666666
3.0,32.0,4.0,0.1,6.0,0.1,2.0,8.0,0.5882352941176471,0.6956521739130435,0.5333333333333333,1.0,0.8611111111111112
3.0,64.0,4.0,0.2,6.0,0.1,2.0,8.0,0.5882352941176471,0.6956521739130435,0.5333333333333333,1.0,0.7777777777777778
5.0,32.0,2.0,0.1,4.0,0.0,2.0,8.0,0.5882352941176471,0.6956521739130435,0.5333333333333333,1.0,0.7777777777777778
3.0,32.0,4.0,0.2,8.0,0.0,2.0,8.0,0.7058823529411765,0.6666666666666666,0.7142857142857143,0.625,0.7777777777777778
5.0,64.0,4.0,0.3,4.0,0.0,2.0,8.0,0.7058823529411765,0.6666666666666666,0.7142857142857143,0.625,0.7916666666666666
5.0,32.0,2.0,0.2,6.0,0.0,2.0,8.0,0.5882352941176471,0.6666666666666666,0.5384615384615384,0.875,0.7916666666666666
5.0,32.0,2.0,0.1,4.0,0.1,2.0,8.0,0.5294117647058824,0.6666666666666666,0.5,1.0,0.7916666666666666
5.0,64.0,4.0,0.3,4.0,0.1,2.0,8.0,0.7058823529411765,0.6666666666666666,0.7142857142857143,0.625,0.7916666666666666
5.0,64.0,4.0,0.1,4.0,0.1,2.0,8.0,0.7058823529411765,0.6666666666666666,0.7142857142857143,0.625,0.7777777777777778
3.0,32.0,4.0,0.1,4.0,0.0,2.0,8.0,0.7058823529411765,0.6666666666666666,0.7142857142857143,0.625,0.8055555555555556
3.0,32.0,4.0,0.3,4.0,0.1,2.0,8.0,0.7058823529411765,0.6153846153846154,0.8,0.5,0.875
3.0,32.0,2.0,0.1,8.0,0.0,2.0,8.0,0.7058823529411765,0.6153846153846154,0.8,0.5,0.7916666666666666
3.0,32.0,2.0,0.3,8.0,0.0,2.0,8.0,0.7058823529411765,0.6153846153846154,0.8,0.5,0.7916666666666666
3.0,32.0,4.0,0.2,4.0,0.1,2.0,8.0,0.7058823529411765,0.6153846153846154,0.8,0.5,0.8333333333333334
5.0,32.0,4.0,0.2,4.0,0.1,2.0,8.0,0.7058823529411765,0.6153846153846154,0.8,0.5,0.8472222222222223
5.0,64.0,4.0,0.1,8.0,0.1,2.0,8.0,0.7058823529411765,0.6153846153846154,0.8,0.5,0.8194444444444445
5.0,32.0,4.0,0.1,8.0,0.0,2.0,8.0,0.7058823529411765,0.6153846153846154,0.8,0.5,0.8888888888888888
5.0,32.0,4.0,0.3,8.0,0.0,2.0,8.0,0.7058823529411765,0.6153846153846154,0.8,0.5,0.8888888888888888
5.0,32.0,2.0,0.3,6.0,0.0,2.0,8.0,0.7058823529411765,0.6153846153846154,0.8,0.5,0.8333333333333334
3.0,64.0,4.0,0.2,4.0,0.1,2.0,8.0,0.7058823529411765,0.6153846153846154,0.8,0.5,0.8194444444444445
3.0,32.0,2.0,0.2,8.0,0.1,2.0,8.0,0.6470588235294118,0.5714285714285714,0.6666666666666666,0.5,0.7777777777777778
3.0,32.0,2.0,0.1,6.0,0.0,2.0,8.0,0.6470588235294118,0.5714285714285714,0.6666666666666666,0.5,0.7916666666666666
