hidden_dim,num_blocks,dropout,lr,batch_size,epochs,accuracy,f1_score,precision,recall,auc_roc
64.0,1.0,0.0,0.001,8.0,10.0,0.9354838709677419,0.9354838709677419,0.9354838709677419,0.9354838709677419,0.8692307692307693
64.0,5.0,0.2,0.01,8.0,25.0,0.9354838709677419,0.9286140979689366,0.9400921658986175,0.9354838709677419,0.8461538461538463
32.0,1.0,0.2,0.01,8.0,25.0,0.9354838709677419,0.9286140979689366,0.9400921658986175,0.9354838709677419,0.8461538461538461
32.0,5.0,0.1,0.01,8.0,50.0,0.9354838709677419,0.9286140979689366,0.9400921658986175,0.9354838709677419,0.8692307692307693
64.0,1.0,0.1,0.01,8.0,50.0,0.9354838709677419,0.9286140979689366,0.9400921658986175,0.9354838709677419,0.7769230769230769
128.0,1.0,0.2,0.01,8.0,10.0,0.9354838709677419,0.9286140979689366,0.9400921658986175,0.9354838709677419,0.7769230769230769
32.0,1.0,0.1,0.0005,8.0,25.0,0.9354838709677419,0.9286140979689366,0.9400921658986175,0.9354838709677419,0.7846153846153846
32.0,5.0,0.0,0.01,16.0,25.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.8538461538461538
64.0,5.0,0.0,0.01,8.0,50.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.8461538461538463
32.0,1.0,0.0,0.01,8.0,50.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.8461538461538461
128.0,3.0,0.2,0.01,8.0,50.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.8
64.0,1.0,0.2,0.01,32.0,50.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.8192307692307692
128.0,5.0,0.0,0.01,8.0,50.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.8615384615384616
32.0,1.0,0.2,0.01,8.0,50.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.8
64.0,1.0,0.0,0.01,8.0,50.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.8
32.0,3.0,0.2,0.001,32.0,50.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.7846153846153846
32.0,1.0,0.2,0.01,16.0,50.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.8615384615384616
32.0,3.0,0.2,0.01,16.0,25.0,0.9032258064516129,0.9066758668276694,0.9126881720430108,0.9032258064516129,0.8307692307692307
