hidden_dim,num_blocks,dropout,lr,batch_size,epochs,accuracy,f1_score,precision,recall,auc_roc
128.0,1.0,0.0,0.0005,32.0,50.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8571428571428572
32.0,1.0,0.2,0.01,8.0,25.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8928571428571428
64.0,1.0,0.1,0.001,16.0,50.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8928571428571428
32.0,1.0,0.2,0.001,32.0,50.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8928571428571428
128.0,1.0,0.0,0.001,16.0,25.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8571428571428572
128.0,5.0,0.1,0.001,16.0,50.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8571428571428572
32.0,1.0,0.2,0.01,8.0,10.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8214285714285714
128.0,1.0,0.2,0.001,16.0,50.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8214285714285714
64.0,5.0,0.0,0.001,32.0,50.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.9285714285714286
64.0,1.0,0.1,0.01,16.0,25.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8928571428571428
64.0,1.0,0.2,0.0005,32.0,50.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8571428571428572
64.0,1.0,0.0,0.01,16.0,10.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.7857142857142857
32.0,1.0,0.2,0.001,8.0,10.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8214285714285714
32.0,1.0,0.1,0.01,8.0,10.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8214285714285714
64.0,3.0,0.0,0.01,32.0,25.0,0.9090909090909091,0.9056277056277057,0.9204545454545454,0.9090909090909091,0.8214285714285714
